transcript	gene	bp	covered_bp	all	syn	mis	non	rdt	css	frameshift
NM_021960	MCL1	1053	1053	-4.6178910767	-5.06750540795	-4.82955963694	-6.20482315748	-7.59264499397	-7.05030423231	-6.17588431963
NM_002379	MATN1	1491	1491	-4.57062505737	-5.05708376371	-4.7575882492	-6.42573628318	NA	-6.58780995886	-6.02483504737
NM_170707	LMNA	1995	1995	-4.4146247184	-4.97938497722	-4.57421800589	-6.04886289275	-7.83545198364	-6.3536904754	-5.8983697908
NM_014053	FLVCR1	1668	1668	-4.66227728691	-5.16914924963	-4.85439247237	-6.22403768842	-7.78180160356	-6.40630442634	-5.97611664452
NM_194458	UBE2J2	624	624	-4.91538681779	-5.35374099806	-5.13585516351	-6.67566153786	-7.71875829681	-6.74825827952	-6.40312810114
NM_001037277	GGPS1	903	903	-4.97285418705	-5.57408087651	-5.1301336499	-6.3379651138	-7.70252509334	-7.05184031349	-6.24262494051
NM_000929	PLA2G5	417	417	-5.09831004646	-5.59747978517	-5.30397680239	-6.48161143334	-7.71422037418	-6.87829724189	-6.57817663585
NM_019083	CCDC76	1446	1446	-4.72688408948	-5.27129759889	-4.91399055946	-6.11709265839	-7.88563298111	-6.36270324796	-6.03814439786
NM_001130040	SHC1	1755	1755	-4.53031623142	-5.07240125175	-4.70139248353	-6.20674189207	-7.65126090884	-6.30640576122	-5.95403557002
NM_001001914	OR2G3	930	930	-4.95326558455	-5.49407209785	-5.11699975518	-6.59495125548	-7.64922163089	-7.81020753937	-6.22982974227
NM_001001915	OR2G2	954	954	-4.89741687368	-5.44831330293	-5.05540045798	-6.59475910961	-7.54392781216	-7.76375653509	-6.21876431612
NM_001013355	OR2G6	951	951	-4.87347895361	-5.38071641472	-5.04978354337	-6.57426071155	-7.71363918847	-7.7603574949	-6.22013217388
NM_175055	HIST3H2BB	381	381	-5.01925995307	-5.49105786371	-5.2083973764	-6.97341112561	-7.72133176012	-7.61809775433	-6.61738771514
NM_014474	SMPDL3B	1368	1368	-4.6137567682	-5.11273671482	-4.80637773886	-6.17439666139	-7.68559460371	-6.50283377169	-6.06222659344
NM_015001	SPEN	10995	10995	-3.77983306274	-4.33307107634	-3.95027185788	-5.16584562935	-7.72164597327	-6.22030075465	-5.15711745712
NM_001113482	MANEAL	1374	1374	-4.67938200661	-5.16675147402	-4.86579585064	-6.37109154422	-7.72237921419	-7.3389917256	-6.0603259581
NM_017556	FBLIM1	1122	1122	-4.71128130032	-5.22953638568	-4.89369775704	-6.29169042962	-7.74413537937	-6.61241344091	-6.1483198339
NM_024522	NKAIN1	624	624	-5.18907424291	-5.70777785146	-5.39330446728	-6.74585953028	NA	-6.54058030606	-6.40312810114
NM_007259	VPS45	1713	1713	-4.63749780839	-5.23953315191	-4.81466099163	-5.88233055496	-7.60437273323	-6.20651835983	-5.96455532785
NM_015997	RRNAD1	1428	1428	-4.63499471317	-5.19874246787	-4.80898229942	-6.06212455939	-7.66981411634	-6.36275651605	-6.04358448338
NM_014858	TMCC2	2130	2130	-4.33642841339	-4.82286181055	-4.52138309617	-6.12428669532	-7.74512793428	-6.75088643884	-5.86993308738
NM_015039	NMNAT2	924	924	-4.78949954374	-5.32898238103	-4.96983841229	-6.42880152904	-7.7129657789	-6.35915271604	-6.2326407196
NM_001017418	SPRR2B	219	219	-5.54081823758	-6.07198515138	-5.7302712602	-6.87862130717	-7.81450031885	-7.64113707227	-6.85786857598
NM_199342	CCDC23	201	201	-5.65251647805	-6.31700902003	-5.80781072722	-6.93177544077	-7.60076100796	-7.34563479866	-6.8951166334
NM_015164	PLEKHM2	3060	3060	-4.30961710462	-4.79311445483	-4.50305988909	-5.82388752026	-7.74375565162	NA	-5.71259126434
NM_001100910	FAM72B	450	450	-5.2661174854	-5.81701510506	-5.44265163708	-6.87728396636	-7.70211256936	-6.87499157124	-6.54510017705
NM_001123168	FAM72A	450	450	-5.24795100533	-5.78635329012	-5.42844643304	-6.87729668115	-7.70212528415	-6.87500428603	-6.54510017705
NM_006338	LRRN2	2142	2142	-4.43464260594	-4.9769041759	-4.59790079645	-6.03125797424	-7.78165066533	-7.60886883924	-5.86749322432
NM_030761	WNT4	1056	1056	-4.64289692021	-5.14493534328	-4.82826538495	-6.25085302918	-7.57191510335	-6.80810019529	-6.17464877262
NM_032833	PPP1R15B	2142	2142	-4.51720507165	-5.05721285563	-4.68979643115	-5.94266263817	-7.77782208564	-7.35638341549	-5.86749322432
NM_001024599	HIST2H2BF	381	381	-4.9848797914	-5.44030546144	-5.18062570747	-6.98577396654	-7.8448341261	-7.95810326637	-6.61738771514
NM_003528	HIST2H2BE	381	381	-5.00762879787	-5.47470831938	-5.19870248741	-6.99508290841	-7.72371885118	-7.59369289342	-6.61738771514
NM_173484	KLF17	1170	1170	-4.73398851934	-5.27451370461	-4.91076161427	-6.12574049576	-7.72788330715	-7.05854074932	-6.13012682907
NM_178548	TFAP2E	1329	1329	-4.77675602514	-5.28895345332	-4.96343584741	-6.33226087853	-7.6888226069	-6.66725553527	-6.07478770988
NM_001114106	SLC44A3	1962	1962	-4.61248328691	-5.13047483139	-4.80824242632	-6.05008158016	-7.56642532923	-6.27332693	-5.90561368778
NM_001130058	SLC44A5	2154	2154	-4.58838553423	-5.18769635586	-4.770526345	-5.89342392751	NA	-5.97110046089	-5.86506699186
NM_001252406	ZBTB7B	1722	1722	-4.53227988435	-5.0568661957	-4.7034391059	-6.13562617296	-7.91634779448	-7.33987832196	-5.9622795437
NM_002946	RPA2	813	813	-4.96791683701	-5.50461668075	-5.15789031051	-6.49434308139	-7.6888268808	-6.46214471961	-6.28822214523
NM_001166159	NDUFS2	1374	1374	-4.6684835335	-5.28641333438	-4.84075864675	-5.88081656116	NA	-6.26896786552	-6.0603259581
NM_004552	NDUFS5	321	321	-5.27790911192	-5.94155051991	-5.42169450978	-6.55281328095	-7.74886107418	-7.3525826455	-6.69180765842
NM_004515	ILF2	1173	1173	-4.80378949025	-5.41848100065	-4.97810317208	-6.18329320389	-7.66260763228	-6.15399845176	-6.1290146787
NM_005455	ZRANB2	963	963	-4.83162099818	-5.49789910662	-5.00605682457	-5.93440120907	-7.74485234292	-6.28750459921	-6.2146864037
NM_001014980	FAM132A	909	909	-4.89761615999	-5.41344903952	-5.08161625648	-6.73982675969	NA	-6.48137262806	-6.2397488076
NM_001256404	DENND2C	2787	2787	-4.46152724465	-5.07625680969	-4.6246658876	-5.77036063766	-7.60344948759	-6.14960730404	-5.75317572211
NM_024901	DENND2D	1416	1416	-4.68788782267	-5.25910453038	-4.86527157735	-6.06459481628	-7.70979897918	-6.30842043547	-6.04724943747
NM_198040	PHC2	2577	2577	-4.3719247256	-4.89022355074	-4.55407245278	-5.95135602361	-7.71477588814	-6.27175586499	-5.78719827227
NM_152493	ZNF362	1263	1263	-4.69241909591	-5.16739994145	-4.89509304075	-6.31921543211	-7.7451042582	-6.56422374399	-6.09690934027
NM_007212	RNF2	1011	1011	-4.90190445585	-5.51219642044	-5.07032796925	-6.14874550438	-7.60079233409	-6.65868209141	-6.19356153523
NM_002016	FLG	12186	12186	-3.73807376787	-4.29099610766	-3.90811699073	-5.09745023603	-7.8432735202	-7.35187359201	-5.11245151703
NM_177398	LMX1A	1149	1149	-4.73431100543	-5.26086254098	-4.92828803745	-6.08077764751	-7.77782260744	-6.50849060526	-6.13799266213
NM_006542	SPHAR	192	192	-5.74149487186	-6.34939274691	-5.89600420236	-7.25463183749	-7.78050007099	-7.63146523654	-6.91501146212
NM_001841	CNR2	1083	1083	-4.84160347495	-5.38277593558	-5.01191558066	-6.31337946943	-7.66932654374	-7.6529280289	-6.1636842342
NM_001122764	PPOX	1434	1434	-4.64958832579	-5.23418232143	-4.8091799414	-6.26507595204	-7.66984176333	-6.30587036397	-6.04176353949
NM_001004319	VHLL	420	420	-5.14785487657	-5.67919632497	-5.33610253266	-6.42569638596	-7.74916570435	-7.79029392341	-6.57506340042
NM_207197	ADAM15	2592	2592	-4.3919405651	-4.95233824167	-4.57454307548	-5.78024908623	-7.68554585826	-5.96579527452	-5.78467769362
NM_003094	SNRPE	279	279	-5.36706330737	-5.98118357598	-5.55277803776	-6.87121013288	-7.67988168923	-6.53072646615	-6.75270848755
NM_174936	PCSK9	2079	2079	-4.44558571081	-4.94874329704	-4.62881930044	-6.17472854984	-7.67405852553	-6.40332369565	-5.88045820149
NM_032283	ZDHHC18	1167	1167	-4.80951650892	-5.33066009724	-5.00649672458	-6.36427359413	-7.68283346464	-6.27519050919	-6.13124183478
NM_198268	HIPK1	3633	3633	-4.31435808318	-4.85209022424	-4.49743086559	-5.70288383069	-7.57737940503	-6.2129791203	-5.63804729296
NM_017823	DUSP23	453	453	-5.45030628664	-6.0816297056	-5.65627442907	-6.32614488449	-7.70954659202	-7.72239737269	-6.54221448881
NM_001199050	LEMD1	546	546	-5.35037708746	-5.88830555686	-5.55079289918	-6.83329551824	NA	-6.6785283481	-6.46112004812
NM_001080426	DUSP27	3477	3477	-4.27031418248	-4.78263637736	-4.4496401621	-5.83253176537	-7.74506387671	-6.7704014748	-5.65710800014
NM_021952	ELAVL4	1143	1143	-4.77657814865	-5.32570508517	-4.94835195511	-6.34135179296	-7.74904413365	-6.57352776999	-6.14026646043
NM_001017403	LGR6	2904	2904	-4.3200628679	-4.80125708033	-4.51813570438	-6.01510391359	-7.83269514614	-6.12900794924	-5.73531607879
NM_176782	FAM151A	1758	1758	-4.55645397332	-5.06720220284	-4.74269977776	-6.10295910897	-7.74480710177	-6.5078927567	-5.95329382008
NM_144626	TMEM125	660	660	-4.86023778472	-5.34540998515	-5.05303786669	-6.75180263923	-7.68249079465	-6.63126361664	-6.37876875528
NM_001198851	FOXJ3	1869	1869	-4.61724295393	-5.20511262227	-4.7922970644	-5.89779821013	-7.69134957336	-6.31234318693	-5.92670338944
NM_025106	SPSB1	822	822	-4.75596636095	-5.24772077422	-4.94937028336	-6.33294646842	-7.67159418766	-6.78298672301	-6.28344087328
NM_002965	S100A9	345	345	-5.28491429309	-5.78856193576	-5.47975588593	-6.71790331568	-7.89525062182	-7.35197012003	-6.66049359575
NM_002964	S100A8	282	282	-5.37193280837	-5.84091696153	-5.57633011101	-7.06413727988	-7.68934919644	-7.34529988097	-6.7480635825
NM_002962	S100A5	279	279	-5.39067697032	-5.84864839173	-5.59877861136	-7.17205071199	-7.66247944207	-7.37147299814	-6.75270848755
NM_019554	S100A4	306	306	-5.37539615258	-5.85463662161	-5.5745933672	-7.08476962553	-7.60295065209	-7.34535362376	-6.71259126434
NM_001001827	OR2T35	972	972	-4.85910984466	-5.40034957567	-5.02068336029	-6.56024521876	-7.73264306224	-7.59158874463	-6.21064642589
NM_006271	S100A1	285	285	-5.34428675489	-5.78658669763	-5.5611174074	-7.07814119658	-7.77769228684	-7.35644087647	-6.74346783081
NM_001004695	OR2T33	963	963	-4.83691039962	-5.36765844367	-5.00553778608	-6.45635653349	-7.54418647499	-7.76401519792	-6.2146864037
NM_002960	S100A3	306	306	-5.29973755058	-5.80977327121	-5.48820674055	-6.82287250152	-7.68941514234	-7.34536582686	-6.71259126434
NM_005978	S100A2	294	294	-5.45244461838	-5.98403060864	-5.64721337809	-6.75954806191	-7.74832389158	-7.33896423633	-6.72996536041
NM_018186	C1orf112	2562	2562	-4.52510897503	-5.10307052758	-4.7005967476	-5.96453397715	-7.72599382126	-6.03156097242	-5.78973356541
NM_182581	C1orf111	786	786	-4.95538659941	-5.50927327566	-5.12571312944	-6.40970239917	-7.67996478003	-7.04787178827	-6.30289014478
NM_178550	C1orf110	909	909	-4.99403199424	-5.5566222489	-5.15544331676	-6.44720214988	-7.84627142377	NA	-6.2397488076
NM_024709	C1orf115	429	429	-5.2471717178	-5.69507522561	-5.45602714752	-7.05456208114	-7.86730070144	-7.38576492699	-6.56585539864
NM_021179	C1orf114	1527	1527	-4.73504004732	-5.34293201858	-4.91023120506	-5.86002691838	-7.74846800599	-6.76545320131	-6.01447365376
NM_016274	PLEKHO1	1230	1230	-4.69825930126	-5.26256545328	-4.86671421788	-6.11922250924	-7.72726247713	-6.70122828113	-6.10840757938
NM_004091	E2F2	1314	1314	-4.62644348277	-5.08308345863	-4.83995806045	-6.28415543652	-7.7914606749	-6.41511481944	-6.0797173256
NM_022735	ACBD3	1587	1587	-4.74275233965	-5.34993935643	-4.91603347518	-5.92771823848	-7.70204177217	-6.55177133606	-5.99773576407
NM_032360	ACBD6	849	849	-4.93688643039	-5.45249874707	-5.13997257194	-6.32968951104	-7.8857577816	-6.50797713098	-6.26940500058
NM_013328	PYCR2	963	963	-4.80940836529	-5.30448952259	-5.00405604273	-6.41201792853	-7.87703083824	-6.61727101428	-6.2146864037
NM_004388	CTBS	1158	1158	-4.86217042074	-5.46349510911	-5.02287202395	-6.28321429239	-7.60361186121	-6.5806641481	-6.13460413143
NM_018841	GNG12	219	219	-5.5946064406	-6.1400715235	-5.77560855833	-7.1493456406	-7.57680825074	-7.34574187881	-6.85786857598
NM_014777	URB2	4575	4575	-4.18795387995	-4.70293892502	-4.37261828599	-5.64147818453	-7.87609590129	-6.45057805402	-5.53792159242
NM_016257	HPCAL4	576	576	-4.90485212968	-5.37300328584	-5.10433700991	-6.63172620764	-7.65889600774	-7.03054911879	-6.4378902074
NM_213566	DFFA	807	807	-4.86959824292	-5.36126987104	-5.06293214949	-6.51846208246	-7.7446444653	-6.75055776094	-6.2914391561
NM_004402	DFFB	1017	1017	-4.72510523173	-5.26505958084	-4.89925791219	-6.30106853412	-7.65953033722	-6.5726303549	-6.1909917379
NM_001127361	RNF19B	1764	1764	-4.81103910748	-5.38318019004	-4.98339941749	-6.21703811778	NA	-6.49955972435	-5.95181411002
NM_005897	IPP	1755	1755	-4.65831189313	-5.28885960594	-4.81561620103	-5.92325457894	-7.60362636223	-6.50396032571	-5.95403557002
NM_002506	NGF	726	726	-4.86538027995	-5.42587646356	-5.01963055099	-6.54058289088	-7.68220125531	-7.78957019126	-6.33737607012
NM_001242739	ZNF691	948	948	-4.8693453313	-5.47909050861	-5.00850648707	-6.43433092285	-7.74858990432	NA	-6.22150435348
NM_001136036	ZNF692	1575	1575	-4.61959476971	-5.19346176364	-4.78177132788	-6.21685261428	-7.59964894215	-6.35160001598	-6.00103213269
NM_020394	ZNF695	1548	1548	-4.78988755349	-5.37461561051	-4.94917030525	-6.12965498597	-7.74324257826	NA	-6.00854173447
NM_001080470	ZNF697	1638	1638	-4.53275312379	-5.02334592011	-4.71197183441	-6.35768685353	NA	NA	-5.9839987934
NM_001017402	LAMB3	3519	3519	-4.2148395287	-4.79256142244	-4.37944892233	-5.68653828618	-7.65052694458	-5.98582392126	-5.65189342399
NM_133494	NEK7	909	909	-4.91986777543	-5.53144765103	-5.10038125444	-6.10761541479	-7.8661011084	-6.45041735392	-6.2397488076
NM_153832	GPR161	1590	1590	-4.59166405185	-5.109661861	-4.77260263837	-6.12267347488	-7.60049737186	-6.75163376734	-5.9969155665
NM_015714	G0S2	312	312	-5.15731432978	-5.64994378734	-5.34684726232	-6.72909518526	-7.71962421432	-7.76535050158	-6.7041580968
NM_015534	ZZZ3	2712	2712	-4.48671749003	-5.10098595841	-4.65354045891	-5.69929627807	-7.55477976989	-6.34893356223	-5.76502300563
NM_004319	ASTN1	3885	3885	-4.17902683956	-4.70591555841	-4.36137865729	-5.69526751434	-7.71275844753	-6.00650295282	-5.60892166768
NM_001010846	SHE	1488	1488	-4.64045585812	-5.1492171674	-4.8353415261	-6.08349247548	-7.8778226832	-6.46371403316	-6.02570975961
NM_001126	ADSS	1371	1371	-4.70961318869	-5.24137680535	-4.90155871055	-6.24463832911	-7.88475842502	-6.1850086831	-6.06127523603
NM_001077195	ZNF436	1413	1413	-4.71057722154	-5.29169083831	-4.87313025263	-6.06136192671	-7.87688575773	-7.04769775977	-6.04817052897
NM_001012758	NUDT17	987	987	-4.85429369603	-5.39556530991	-5.05404565405	-6.09430158076	-7.72618541532	-6.50723314345	-6.20399553815
NM_022873	IFI6	417	417	-5.09509640877	-5.49238685345	-5.33739567646	-7.03262659395	-7.69021391903	-6.98408540268	-6.57817663585
NM_001130841	RTCA	1140	1140	-4.78850950678	-5.34270436484	-4.97426838715	-6.18171326888	-7.56645269111	-6.3607876805	-6.14140783948
NM_030812	ACTL8	1101	1101	-4.65717797767	-5.16189441672	-4.83898842063	-6.23894751117	-7.66120334583	-7.34406252149	-6.15652537185
NM_005819	STX6	768	768	-4.97056799188	-5.58307084385	-5.14210175156	-6.37603073255	-7.66286573305	-6.35888598187	-6.31295147079
NM_021023	CFHR3	993	993	-4.91148789267	-5.49341638118	-5.08646440829	-6.29701421027	-7.71066357083	-6.47995075961	-6.20136344233
NM_152501	PYHIN1	1479	1479	-4.72473116694	-5.30066679582	-4.88920167931	-6.18295790524	-7.88359133349	-6.57107112602	-6.02834451682
NM_001231	CASQ1	1191	1191	-4.7473699362	-5.23656206345	-4.95914007041	-6.28416460068	-7.69353327807	-6.24863282264	-6.12240092934
NM_001232	CASQ2	1200	1200	-4.79257836114	-5.33915334581	-4.97452634188	-6.33041901899	-7.59132943673	-6.35135324622	-6.11913144477
NM_175852	TXLNA	1641	1641	-4.60231605162	-5.16971427495	-4.76814712399	-6.09828422999	-7.67887703561	-6.46027142464	-5.98320410977
NM_004578	RAB4A	657	657	-4.98287451464	-5.5245242758	-5.18616302229	-6.19376506737	-7.72635855373	-6.61824389803	-6.38074732126
NM_018724	IL20	531	531	-5.14152542486	-5.74118846038	-5.31425483798	-6.45622386	-7.59271268745	-6.74742842747	-6.47321816974
NM_001185156	IL24	624	624	-5.09087893887	-5.63723491124	-5.27605201279	-6.53963805348	-7.74825354756	-6.69063924828	-6.40312810114
NM_006845	KIF2C	2178	2178	-4.48558698587	-5.0612731571	-4.66330016601	-5.89856895084	-7.66336817361	-5.99614041592	-5.8602548154
NM_001559	IL12RB2	2589	2589	-4.49121647885	-5.0631812384	-4.66679938139	-5.84051016073	-7.74445646444	-6.20532805382	-5.78518064039
NM_207043	ENSA	402	402	-5.24417364027	-5.73055776373	-5.45445559801	-6.74988801268	-7.8160887866	-6.87094938931	-6.59408663774
NM_007274	ACOT7	1113	1113	-4.60621989807	-5.08287446584	-4.80394812431	-6.3829198193	-7.69705191643	-6.44461093039	-6.15181752649
NM_005057	RBBP5	1617	1617	-4.68727235463	-5.23530822536	-4.88450660072	-5.93838685706	-7.60328515838	-6.29647002573	-5.98960267091
NM_005610	RBBP4	1278	1278	-4.77283006531	-5.34291357939	-4.95238828063	-6.16208562253	-7.68022446442	-6.33370582681	-6.091781837
NM_001193532	RAB42	657	657	-5.3396265766	-5.84919949433	-5.51949748901	-6.93274867184	-7.71055213758	NA	-6.38074732126
NM_032341	DDI2	1200	1200	-4.71514829691	-5.29506758902	-4.88760783648	-6.0635445939	-7.54427650043	-6.4516616044	-6.11913144477
NM_152663	RALGPS2	1752	1752	-4.64598147001	-5.20973130575	-4.84067520789	-5.93034578141	-7.65856737058	-6.09815998772	-5.95477858899
NM_001146110	MIER1	1590	1590	-4.73069588048	-5.36572895451	-4.90480332698	-5.92128006151	-7.86612175518	-6.20761897168	-5.9969155665
NM_018997	MRPS21	264	264	-5.27859501359	-5.94455044183	-5.4189765259	-6.59214809598	-7.74622683027	-7.35339740909	-6.77670876395
NM_006243	PPP2R5A	1461	1461	-4.71174109713	-5.26657546038	-4.89975734225	-6.11724087953	-7.70251425009	-6.20199820989	-6.03366247489
NM_018417	ADCY10	4833	4833	-4.21043618452	-4.78739119096	-4.38583683226	-5.57695053234	-7.84613915847	-5.82730616333	-5.51409589568
NM_004974	KCNA2	1500	1500	-4.69433970106	-5.27029195615	-4.85757090931	-6.03253524837	-7.66956586644	-7.76509041406	-6.02222143176
NM_002232	KCNA3	1728	1728	-4.40641502481	-4.87608720913	-4.60027570327	-6.09195435075	-7.88564866713	NA	-5.96076895268
NM_023007	JMJD4	1392	1392	-4.52353064807	-4.99653995505	-4.72376301395	-6.13477247153	-7.59071743217	-6.64603678542	-6.05467345555
NM_014359	OPTC	999	999	-4.78219318391	-5.30554486986	-4.95466761408	-6.6572783024	-7.68966889668	-6.6513903312	-6.19874720259
NM_001080850	CCDC30	2352	2352	-4.60269350181	-5.21569469581	-4.78476216651	-5.73390657265	-7.70212583337	-6.22345861692	-5.82687537342
NM_004474	FOXD2	1488	1488	-4.86888255441	-5.3238714868	-5.0627754912	-6.89822780056	NA	NA	-6.02570975961
NM_012183	FOXD3	1437	1437	-4.74720858553	-5.18641337553	-4.95206854636	-6.6565790638	NA	NA	-6.04085592269
NM_000300	PLA2G2A	435	435	-5.17080469034	-5.73007527183	-5.33785986078	-6.85801234573	-7.74443775088	-6.86517217306	-6.55982343387
NM_001105572	PLA2G2C	453	453	-5.19424807308	-5.69045399722	-5.39172809648	-6.55732934584	-7.71345952444	NA	-6.54221448881
NM_014589	PLA2G2E	429	429	-5.0844993834	-5.58031126014	-5.27545398188	-6.77153169757	-7.74596579386	-6.94671617936	-6.56585539864
NM_012400	PLA2G2D	438	438	-5.1922406554	-5.77054405799	-5.3711056067	-6.50009447987	-7.67941178425	-6.8691205958	-6.55683858032
NM_022819	PLA2G2F	636	636	-4.99307048339	-5.4979058543	-5.18550540105	-6.54258875608	-7.67940459449	-6.81828533508	-6.39485557517
NM_022774	DEM1	1122	1122	-4.89186769171	-5.44527284	-5.06024137	-6.31284962259	-7.60329235421	-7.62075941749	-6.1483198339
NM_015139	SLC35D1	1068	1068	-4.78647632313	-5.28156997492	-4.99369819552	-6.30694753668	-7.66270031208	-6.33729114138	-6.16974143813
NM_018090	NECAP2	792	792	-4.87268396446	-5.41843349131	-5.06168811853	-6.23142576782	-7.68146529558	-6.51243207669	-6.29958750923
NM_001243526	HYI	819	819	-5.09562648458	-5.64861065449	-5.2930627267	-6.37367234354	-7.73370861545	-6.61303631943	-6.28502878906
NM_001004693	OR2T10	939	939	-4.9373151033	-5.5169684552	-5.08601846887	-6.56363033498	-7.88129411716	-7.6538179425	-6.22564709855
NM_001001964	OR2T11	951	951	-4.89310500984	-5.42732923582	-5.05955126098	-6.52753282347	-7.68863729442	-7.78184684175	-6.22013217388
NM_001004692	OR2T12	963	963	-4.83236735519	-5.35356281171	-5.00527056352	-6.44955146355	-7.54419427982	-7.76402300275	-6.2146864037
NM_198074	OR2C3	963	963	-4.84644629905	-5.35652351926	-5.02568808135	-6.4032668012	-7.69026098801	NA	-6.2146864037
NM_002614	PDZK1	1560	1560	-4.71917116038	-5.2983347327	-4.88524704259	-6.15522428097	-7.65086583858	-6.50334709908	-6.00518809247
NM_001013674	C1orf141	1203	1203	-4.87115730646	-5.41670003641	-5.05155853505	-6.29613273693	-7.70213505768	-6.66408201816	-6.11804706348
